"WorkID","Title","Year","YearInt","Printer","PlacePub","Genre","SubGenre","Citation","Composed","Notes"
3283,"Oh nose of Wax! True Symbol of the Mind [from Works]","Date Unknown",1875,"","","Poetry","","Peacock, Thomas.  <u>The Works of Thomas Love Peacock</u>. Vol. III. Ed. Henry Cole. London: Richard Bentley & Son, 1875.
","","Ed. SDM.  This poem has never been dated
BMP: gasp!"
3284,"Psalm XXII. Good Friday","1839-1842",1842,"","London","Poetry","","Frere, John Hookham, Aristophanes, Theognis, Bartle Frere, and William Edward Frere. <u>The Works: In Verse and Prose</u>. Vol. I. London: Pickering, 1872.
","","Ed. SDM"
3285,"No. 55 Yes Belvidera [from Poems]","",0,"","","Poetry","","","",""
3286,"CXIV. The Same. Hymn 2. O what an evil, faithless heart [from Hymns for Believers]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3287,"Psalm XXII. My God, my God! I cry to Thee! [from Hymns for Believers]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3288,"2277.  Hear, earth and heaven, with wonder hear[from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3289,"To a Friend, on His Intended Marriage","1803",1803,"","","Poetry","","Chatterton, Thomas, Joseph Cottle, Robert Southey, and G. Gregory. <u>The Works of Thomas Chatterton</u>. London: T.N. Longman and O. Rees, 1803. 
","First published posthumously in 1803.","Ed. SDM"
3290,"Reflections on the Public Situation of the Kingdom, Humbly Inscribed to his Grace the Duke of Newcastle, One of his Majesty's Principal Secretaries of State.","1745",1745,"G. Hawkins","London","Poetry","","Young, Edward.  <u> The Poetical Works of Edward Young</u>. Vol II.  London: William Pickering, 1852.
","","Ed. SDM"
3291,"On the Death of Mrs. Elizabeth Blackwell, March 27, 1772. [from Funeral Hymns. Third Series. Most of Which were not Published During the Author's Life.]","w. 1772",1772,"","","Poetry","Hymn; Devotional","","",""
3292,"To Mr Robert Fergusson [from Poems]","August 31, 1772",1772,"","","Poetry","","Fergusson, Robert. <u> The Works of Robert Fergusson</u>. Ed. Alexander Balloch Grosart. Edinburgh: Fullarton and Macnab, 1851.
","","Ed. SDM.  The author on this is wrong.  As the title suggests, it's a letter addressed to Fergusson, not from him.  The author signed his name ""J.S.""
BMP REVISIT"
3293,"XXXIV [from Fragments from Theognis]","1842",1842,"","Malta","Poetry","Translation","Theognis, and John Hookham Frere. Theognis Restitutus. <u>The Personal History of the Poet Theognis</u>. Malta: 1842;  Frere, John Hookham, Aristophanes, Theognis, Bartle Frere, and William Edward Frere. <u>The Works: In Verse and Prose</u>. Vol. II. London: Pickering, 1872. 
","","Ed. SDM"
3294,"To a Lady, with 'The Last Day'","",0,"","","Poetry","","Young, Edward.  <u> The Poetical Works of Edward Young</u>. Vol I.  London: William Pickering, 1852.
","","Ed. SDM. Potential problems on this one.  It's from a poem before Young's poems in Johnson's ""works of the English poets"" and it's signed by T. Tristam. So, don't think it's by Young and can't find anything about Tristam (Tristram?).
BMP REVISIT"
3295,"Hymn VI. Another. Why Should My tears For Ever Flow. [from Funeral Hymns. Second Series]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3296,"XVII.  Thou great Unsearchable, Unknown. [from Hymns for Love]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3297,"ANOTHER. Jesus, our true and faithful Lord. [from Hymns and Poems Chiefly Relating to Events in the Personal History of the Rev. Charles Wesley.]","1868",1868,"","","Poetry","Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3298,"802.  Saviour, Thy Spirit's power exert. [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3299," 810.  Righteous in our own esteem.  [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3300,"968. Lord, I believe, Thou wilt forgive. [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3301,"1290.  While our grief for sin we show [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3302,"2151.  With milk Thou dost the infants feed. [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3303,"2297.  If Thou ordain the minister. [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3304,"LXXXIX. The Happy Pair: Or, A Poem on Matrimony. [from Poetical Works]","1702",1702,"J. Nutt","London","Poetry","","Sedley, Sir Charles. <u>The Miscellaneous Works of the honourable Sir Charles Sedley, Bart.</u>. London: J. Nutt, 1702.
","","Ed. SDM"
3305,"1157. Thou tell'st me, O most gracious Lord. [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3306,"1366. Father of me, and all mankind [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3307,"1721. But I my good Physician know [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1868",1868,"","","Poetry","Hymn; Devotional","Wesley, John and Charles. <U>The poetical works of John and Charles Wesley: reprinted from the originals, with the last corrections of the authors; together with the poems of Charles Wesley not before published</U>. Collected and arranged by G. Osborn: London: The Wesleyan-Methodist Conference Office, 1868. Text from Chadwyck-Healey.","",""
3308,"1766. Descending from Thy Father's throne [from Hymns on the Four Gospels, and Acts of the Apostles. Including Such ""Short Hymns"" as Were Published in 1762.]","1762",1762,"","","Poetry","Hymn; Devotional","Wesley, John and Wesley, Charles.  <u>The Poetical Works of John and Charles Wesley</u>. Ed. G. Osborn. Vol. XI. London: R. Needham, 1871.
","","Ed. SDM"
3309,"""IN NOVA FERT ANIMUS MUTATAS DICERE FORMAS CORPORA.""","1773",1773,"","","Poetry","","Byrom, John. <u>Miscellaneous Poems</u>. Leeds: James Nichols, 1814. 
","","Ed. SDM"
3310,"Reflexions on the Foregoing Account. [from Sacred Poems?]","1894",1894,"","","Poetry","","Byrom, John, and Adolphus William Ward. <u> The Poems of John Byrom </u>. Vol. II. [Manchester]: Printed for the Chetham society, 1894. 
","","Ed. SDM"
3311,"Policraticus","1159",1159,"","","Prose","","","w. 1152","Ed. SDM.  "
3312,"De apice theoriae","1464",1464,"","","Prose","Dialogue","Nicholas of Cusa. <u>Selected Spiritual Writings</u>.  Trans. H. Lawrence Bond.  New York: Paulist Press, 1997.
","w. 1464","Ed. SDM"
3313,"Primordial Elements of Oriental Poetry [from Notes and Essays]","1819",1819,"","","Prose","","","","Ed. SDM"
3314,"The Spirit of the Law","1748",1748,"","","Prose","Political Philosophy","","","Ed. SDM"
3316,"Iliad","",0,"","","Poetry","Epic","","",""
3317,"Fragments of an Intended Second Part of the Foregoing Satire (Satire Upon the Imperfection and Abuse of Human Learning)
","1759",1759,"","","Poetry","","Butler, Samuel, and Robert Thyer. <u>The Genuine Remains of Samuel Butler</u>. London: C. Baldwyn, 1822. 
","1670s.","Ed. SDM.  Changed title from ""Satyr upon the Imperfection and Abuse of Human Learning"""
3318,"To the Unknown Author of this Admirable Poem [from Absalom and Achitophel]","1681",1681,"Printed for J. T. and are to be Sold by W. Davis in Amen-Corner","London","Poetry","","<u>The Works of John Dryden: Illustrated with Notes, Historical, Critical, and Explanatory, and a Life of the Author</u>. Ed. George Saintsbury, Walter Scott. Published by W. Paterson, 1884.","2nd edition","In Saintsbury's edition of Dryden, the poem is headed, ""The following Recommendatory Verses Dryden thought worthy of being prefixed to the later editions of his 'Absalom and Achitophel'"" (215). See <u>The Works of John Dryden: Illustrated with Notes, Historical, Critical, and Explanatory, and a Life of the Author</u>. Ed. George Saintsbury, Walter Scott. Published by W. Paterson, 1884. THE ODNB seems to date the poem to 1681. Citation provided: <U>The poems of John Dryden</U>, ed. P. Hammond and D. Hopkins, 4 vols. (1995â€“2000), â€˜Appendix C: commendatory poems on <U>Absalom and Achitophel</U>â€™, 1.[540]â€“43. Poem appears in Dublin editions and then in the 1681 second edition: see  Hugh Macdonald's <u>John Dryden: A Bibliography of Early Editions and of Drydeniana</u>. Kessinger Publishing, 2006. pp. 22-3.

"
3319,"The Progress of Man. A Didactic Poem in Forty Cantos, with Notes Critical and Explanatory: Chiefly of a Philosophical Tendency. Dedicated to R. P. Knight, Esq.","February 19, 1798",1798,"","London","Poetry","","Frere, John Hookham, Aristophanes, Theognis, Bartle Frere, and William Edward Frere. <u>The Works: In Verse and Prose</u>. Vol. I. London: Pickering, 1872.
","","Ed. SDM"
3320,"Commentary on the First Book of Euclid's Elements","",0,"","","","","SIORVANES, LUCAS (1998). Proclus. In E. Craig (Ed.), Routledge Encyclopedia of Philosophy. London: Routledge. Retrieved May 12, 2005, from http://www.rep.routledge.com/article/A096SECT8","",""
3321,"On Platina Prosperus Spiriteus [from Collected Poems]","1713-1714",1714,"","","Poetry","","Parnell, Thomas. <u> Collected Poems of Thomas Parnell</u>.  Eds. Claude Julien Rawson and F. P. Lock. Newark: University of Delaware Press, 1989.
","w. 1713-1714.  First published 1989.","Ed. SDM.  One of the Scriblerian Epigrams"
3322,"&AElig;NE&Iuml;S","1697",1697,"","","Poetry","Translation","Virgil, and John Dryden. <u>The Works of Virgil: Containing His Pastorals, Georgics, and Aeneis</u>. London: Printed for J. Tonson, 1721. 
","","Ed. SDM"
3323,"Deborah [from Collected Poems]","1758",1758,"","Dublin","Poetry","","Parnell, Thomas. <u>Posthumous Works</u>. Dublin, 1758.
","","Ed. SDM."
3324,"Hannah [from Collected Poems]","1758",1758,"","Dublin","Poetry","","Parnell, Thomas. <u>Posthumous Works</u>. Dublin, 1758.
","",""
3325,"To ------ on the various Styles of Poetry","",0,"","","Poetry","","","",""
3326,"A collection of English proverbs digested into a convenient method for the speedy finding any one upon occasion","1670, rev. 1678",1678,"Printed by John Hayes for W. Morden","Cambridge","Anthology","","Ray, John. <u>A collection of English proverbs digested into a convenient method for the speedy finding any one upon occasion : with short annotations : whereunto are added local proverbs with their explications, old proverbial rhythmes, less known or exotick proverbial sentences, and Scottish proverbs</u>. Cambridge: Printed by John Hayes for W. Morden, 1678. &lt;<a href=""http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&res_id=xri:eebo&rft_id=xri:eebo:citation:12648669"">Link to EEBO</a>&gt;&lt;<a href=""http://books.google.com/books?id=_qPDEF1PL44C"">Link to Google Books edition of 1768</a>&gt;","Compiled by John Ray.","Ed. SDM. I tried to add the context under the metaphor part, but it doesn't seem to be working so here it is if you want to add it:
He's disguised. <b>He has got a piece of bread and cheese in his head</b>. He has drunk more than he has bled. He has been in the Sun. He has
a jag or load. He has got a dim. He has got a cup too much. He is one and thirty. He is dagg'd. He has cut his leg. He is afflicted. He is top-heavy. The malt is above the water. As drunk as a wheelbarrow. He makes indentures with his legs. He's well to live. He's about to cast up his reckoning or accompts. He has made an example. He is concerned. He is as drunk as David's sow. He has stolen a manchet out of the brewer's basket. He's raddled. He is very weary. He drank till he gave up his half-penny, ;""i.e. vomitted, 
BMP REVISIT"
